Source:,"EM-DAT, CRED / UCLouvain, Brussels, Belgium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,www.emdat.be (D. Guha-Sapir),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version:,2020-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File creation:,"Fri, 16 Oct 2020 17:10:00 CEST",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table type:,Custom request,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of records:,3804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dis No,Year,Seq,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Entry Criteria,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$),CPI
1988-0466-CRI,1988,0466,Natural,Meteorological,Storm,Tropical cyclone,,Joan,Kill,Costa Rica,CRI,Central America,Americas,Puntarenas province,,,,Yes,,,,,Kph,,,,,1988,10,19,1988,10,19,28,7500,120000,,127500,,,60000,"46,2565568314"
1988-0224-CUB,1988,0224,Natural,Hydrological,Flood,Riverine flood,,,Kill,Cuba,CUB,Caribbean,Americas,"Sancti Spiritus, Cienfuegos, Ciego de Avila, Camaguey",,,,,,,,,Km2,,,,,1988,5,26,1988,5,26,23,12,90000,,90012,,,,"46,2565568314"
1988-0248-CUB,1988,0248,Natural,Meteorological,Storm,,,,Affect,Cuba,CUB,Caribbean,Americas,Monati (Oriente province),,,,,,,,,Kph,,,,,1988,6,,1988,6,,,,,1500,1500,,,,"46,2565568314"
1988-0385-DOM,1988,0385,Natural,Hydrological,Flood,,,,Affect,Dominican Republic (the),DOM,Caribbean,Americas,"North, South-East",,,,Yes,,,,,Km2,,,,,1988,8,24,1988,8,24,,,1191150,,1191150,,,,"46,2565568314"
1988-0463-GTM,1988,0463,Natural,Geophysical,Earthquake,Ground movement,,,Affect,Guatemala,GTM,Central America,Americas,"PALIN, SAN VICENTE PACAYA, Chamaltenango area",,,,,,,,6,Richter,13.881,-90.45,08:47,,1988,10,15,1988,10,15,,,,1550,1550,,,,"46,2565568314"
1988-0418-GTM,1988,0418,Natural,Hydrological,Flood,,,,Affect,Guatemala,GTM,Central America,Americas,Playa Grande area (El Quiche province),,,,,,,,,Km2,,,,,1988,9,8,1988,9,8,,,6000,,6000,,,,"46,2565568314"
1988-0431-HND,1988,0431,Natural,Hydrological,Flood,Coastal flood,,,Kill,Honduras,HND,Central America,Americas,,,,,,,,,,Km2,,,,,1988,9,14,1988,9,14,15,,1200,925,2125,,,,"46,2565568314"
1988-0333-HND,1988,0333,Natural,Hydrological,Flood,Riverine flood,,,Affect,Honduras,HND,Central America,Americas,"Tegucigalpa, San Pedro Sula, La Lima",,,,,,,,,Km2,,,,,1988,8,,1988,8,,4,,14000,,14000,,,,"46,2565568314"
1988-0484-HND,1988,0484,Natural,Meteorological,Storm,Tropical cyclone,,Joan,Declar,Honduras,HND,Central America,Americas,,,,,,No,No,,,Kph,,,,,1988,10,16,1988,10,25,,12,,,12,,,,"46,2565568314"
1988-0424-HTI,1988,0424,Natural,Meteorological,Storm,Tropical cyclone,,Gilbert,Kill,Haiti,HTI,Caribbean,Americas,"Anse-a-Veau, Camp-Perrin, Cavaillon, Cayes, Ile-a-Vache, Jacmel, Jeremlie, Kenscoff, Port-Salut",,,,Yes,,,,,Kph,,,,,1988,9,11,1988,9,11,54,,870000,,870000,,,91286,"46,2565568314"
1978-0135-MEX,1978,0135,Natural,Geophysical,Earthquake,Ground movement,,,Affect,Mexico,MEX,Central America,Americas,"Mexico city, Oaxaca",,,,,,,,8,Richter,16.01,-96.591,13:52,,1978,11,29,1978,11,29,9,100,3750,,3850,,,,"25,5159153235"
1978-9016-MEX,1978,9016,Natural,Climatological,Drought,Drought,,,,Mexico,MEX,Central America,Americas,North,,,,,,,,,Km2,,,,,1978,,,1978,,,,,,,,,,,"25,5159153235"
1978-0131-PAN,1978,0131,Natural,Hydrological,Flood,,,,Kill,Panama,PAN,Central America,Americas,Panama city,,,,,,,,,Km2,,,,,1978,11,9,1978,11,9,19,,2000,,2000,,,,"25,5159153235"
1979-0041-JAM,1979,0041,Natural,Hydrological,Flood,,,,Affect,Jamaica,JAM,Caribbean,Americas,Western,,,,Yes,,,,,Km2,,,,,1979,4,25,1979,4,25,4,,40000,,40000,,,,"28,3875988971"
1979-0056-JAM,1979,0056,Natural,Hydrological,Flood,,,,Kill,Jamaica,JAM,Caribbean,Americas,Western regions,,,,Yes,,,,,Km2,,,,,1979,6,12,1979,6,12,40,,160000,50000,210000,,,,"28,3875988971"
1979-0032-MEX,1979,0032,Natural,Geophysical,Earthquake,Ground movement,,,Affect,Mexico,MEX,Central America,Americas,"Guerrero, Acapulco, Gudalajara, Monterrey, Puebla (Mexico city, south area)",,,,,,,,8,Richter,17.813,-101.276,05:07,,1979,3,14,1979,3,14,5,35,7500,,7535,,,30000,"28,3875988971"
1979-0072-MEX,1979,0072,Natural,Hydrological,Flood,,,,Affect,Mexico,MEX,Central America,Americas,Veracruz,,,,,,,,,Km2,,,,,1979,8,,1979,8,,,,60000,,60000,,,,"28,3875988971"
1979-0071-MTQ,1979,0071,Natural,Meteorological,Storm,Tropical cyclone,,David,Affect,Martinique,MTQ,Caribbean,Americas,,,,,Yes,No,No,,,Kph,,,,,1979,8,,1979,8,,,3,20000,,20003,,,50000,"28,3875988971"
1979-0110-NIC,1979,0110,Natural,Hydrological,Flood,,,,Affect,Nicaragua,NIC,Central America,Americas,Northeast,,,,Yes,,,,,Km2,,,,,1979,12,,1979,12,,,,30000,,30000,,,,"28,3875988971"
1979-0025-PER,1979,0025,Natural,Geophysical,Earthquake,Ground movement,,,Kill,Peru,PER,South America,Americas,Arequipa,,,,,,,,7,Richter,-16.39,-72.658,05:08,,1979,2,16,1979,2,16,13,1000,,100,1100,,,,"28,3875988971"
1979-0280-PRI,1979,0280,Natural,Meteorological,Storm,Tropical cyclone,,,Regional,Puerto Rico,PRI,Caribbean,Americas,,,,,,,,,,Kph,,,,,1979,8,,1979,8,,3,,4500,,4500,,,,"28,3875988971"
1979-0043-PRY,1979,0043,Natural,Hydrological,Flood,Riverine flood,,,Affect,Paraguay,PRY,South America,Americas,Northern,,,,Yes,,,,,Km2,,,,,1979,5,,1979,5,,,,120000,70000,190000,,,,"28,3875988971"
1980-9132-HTI,1980,9132,Natural,Climatological,Drought,Drought,,,,Haiti,HTI,Caribbean,Americas,Southwest,,Water shortage,,Yes,,,,,Km2,,,,,1980,,,1983,,,,,103000,,103000,,,,"32,2338932328"
1980-0079-JAM,1980,0079,Natural,Meteorological,Storm,Tropical cyclone,,Allen,Affect,Jamaica,JAM,Caribbean,Americas,North coast,,,,Yes,No,No,,270,Kph,,,,,1980,7,31,1980,8,11,6,9,30000,,30009,,,64000,"32,2338932328"
1980-0076-LCA,1980,0076,Natural,Meteorological,Storm,Tropical cyclone,,Allen,Affect,Saint Lucia,LCA,Caribbean,Americas,,,,,Yes,No,No,,270,Kph,,,,,1980,7,31,1980,8,11,9,,70000,10000,80000,,,87990,"32,2338932328"
1980-0051-MEX,1980,0051,Natural,Geophysical,Earthquake,Ground movement,,,OFDA,Mexico,MEX,Central America,Americas,Northwest,,,,,,,,6,Richter,32.2,-115.122,21:28,,1980,6,9,1980,6,9,2,60,,,60,,,,"32,2338932328"
1980-0097-MEX,1980,0097,Natural,Geophysical,Earthquake,Ground movement,,,Kill,Mexico,MEX,Central America,Americas,Oaxaca state,,,,,,,,7,Richter,18.211,-98.24,08:53,,1980,10,24,1980,10,24,65,300,6000,,6300,,,5000,"32,2338932328"
1980-0087-MEX,1980,0087,Natural,Hydrological,Flood,Riverine flood,,,Kill,Mexico,MEX,Central America,Americas,Arandas,,,,,,,,,Km2,,,,,1980,9,3,1980,9,3,100,,,,,,,,"32,2338932328"
1980-0098-MEX,1980,0098,Natural,Hydrological,Flood,,,,Affect,Mexico,MEX,Central America,Americas,Southeastern,,,,,,,,,Km2,,,,,1980,11,,1980,11,,4,,100000,,100000,,,87000,"32,2338932328"
1980-0307-MTQ,1980,0307,Natural,Meteorological,Storm,Tropical cyclone,,Allen,SigDam,Martinique,MTQ,Caribbean,Americas,,,,,,,,,270,Kph,,,,,1980,8,5,1980,8,5,,,,,,,,68000,"32,2338932328"
1980-0093-NIC,1980,0093,Natural,Hydrological,Flood,,,,Affect,Nicaragua,NIC,Central America,Americas,North Atlantic coast,,,,Yes,,,,,Km2,,,,,1980,10,,1980,10,,,,40000,,40000,,,,"32,2338932328"
1980-0100-PER,1980,0100,Natural,Geophysical,Earthquake,Ground movement,,,Affect,Peru,PER,South America,Americas,Ayacucho,,,,,,,,5,Richter,-13.347,-74.545,01:58,,1980,11,12,1980,11,12,7,,3000,,3000,,,1000,"32,2338932328"
1980-0039-PER,1980,0039,Natural,Hydrological,Flood,,,,Kill,Peru,PER,South America,Americas,Cuzco,,,,,,,,,Km2,,,,,1980,4,,1980,4,,70,,36000,,36000,,,,"32,2338932328"
1981-9209-JAM,1981,9209,Natural,Climatological,Drought,Drought,,,,Jamaica,JAM,Caribbean,Americas,,,Water shortage,,,,,,,Km2,,,,,1981,1,,1983,,,,,,,,,,,"35,5651715206"
1981-0093-MEX,1981,0093,Natural,Geophysical,Earthquake,Ground movement,,,OFDA,Mexico,MEX,Central America,Americas,"Mexico city, Michoacan",,,,,,,,7,Richter,18.048,-102.084,21:22,,1981,10,24,1981,10,24,3,28,,,28,,,,"35,5651715206"
1981-0090-MEX,1981,0090,Natural,Meteorological,Storm,Tropical cyclone,,St. Lidia,Kill,Mexico,MEX,Central America,Americas,Sinaloa state,,,,,,,,,Kph,,,,,1981,10,7,1981,10,7,100,,,,,,,40000,"35,5651715206"
1981-0057-PER,1981,0057,Natural,Geophysical,Earthquake,Ground movement,,,Kill,Peru,PER,South America,Americas,"Ayacucho, Huancavelica",,,,Yes,,,,5,Richter,-13.166,-74.522,12:53,,1981,6,22,1981,6,22,10,100,12156,,12256,,,,"35,5651715206"
1981-0211-PER,1981,0211,Natural,Geophysical,Earthquake,Ground movement,,,Declar,Peru,PER,South America,Americas,Ayacucho area,,,,,,,,5,Richter,-13.144,-74.376,19:32,,1981,4,18,1981,4,18,8,15,,,15,,,,"35,5651715206"
1981-0115-PER,1981,0115,Natural,Hydrological,Landslide,Landslide,,,Kill,Peru,PER,South America,Americas,Yanacocha,,,,,,,,,,,,,,1981,12,31,1981,12,31,70,,,,,,,,"35,5651715206"
1981-0266-PER,1981,0266,Natural,Hydrological,Flood,,,,Kill,Peru,PER,South America,Americas,Central mountains,,,,,,,,,Km2,,,,,1981,3,13,1981,3,13,70,,,5000,5000,,,6000,"35,5651715206"
1981-0302-PRI,1981,0302,Natural,Hydrological,Landslide,Landslide,,,Kill,Puerto Rico,PRI,Caribbean,Americas,,,,,,,,,,,,,,,1981,,,1981,,,26,,,,,,,,"35,5651715206"
1982-0081-SLV,1982,0081,Natural,Geophysical,Earthquake,Ground movement,,,Kill,El Salvador,SLV,Central America,Americas,San Salvador,,"Slide (land, mud, snow, rock)",,Yes,,,,7,Richter,13.332,-89.387,00:21,,1982,6,19,1982,6,19,20,,30000,2500,32500,,,5000,"37,7458220769"
1982-0291-MEX,1982,0291,Natural,Geophysical,Earthquake,Ground movement,,,SigDis,Mexico,MEX,Central America,Americas,"Near coast of Guerrero, Michoacan, Orziba, Oaxaca, Guadalupe",,,,,,,,7,Richter,16.558,-98.358,04:59,,1982,6,7,1982,6,7,9,17,,,17,,,,"37,7458220769"
1982-0039-MEX,1982,0039,Natural,Geophysical,Volcanic activity,Ash fall,,El Chichon,Kill,Mexico,MEX,Central America,Americas,,,,,Yes,,,,,,,,,,1982,3,28,1982,3,28,100,500,25000,15000,40500,,,117000,"37,7458220769"
1982-0096-MEX,1982,0096,Natural,Hydrological,Flood,Flash flood,,,Affect,Mexico,MEX,Central America,Americas,Pueblo state,,,,,,,,,Km2,,,,,1982,9,,1982,9,,4,200,,,200,,,,"37,7458220769"
1982-0105-MEX,1982,0105,Natural,Meteorological,Storm,Tropical cyclone,,Paul,Kill,Mexico,MEX,Central America,Americas,North Pacific coast,,,,,,,,,Kph,,,,,1982,9,30,1982,9,30,225,,50000,,50000,,,82400,"37,7458220769"
1982-0125-MEX,1982,0125,Natural,Hydrological,Flood,,,,Kill,Mexico,MEX,Central America,Americas,,,,,,,,,,Km2,,,,,1982,11,26,1982,11,26,21,,5000,,5000,,,114600,"37,7458220769"
1982-0060-NIC,1982,0060,Natural,Meteorological,Storm,Tropical cyclone,,Alleta,Kill,Nicaragua,NIC,Central America,Americas,Pacific coast,,,,Yes,,,,,Kph,,,,,1982,5,23,1982,5,23,71,,52000,,52000,,,356000,"37,7458220769"
1982-0293-PER,1982,0293,Natural,Geophysical,Earthquake,Ground movement,,,Declar,Peru,PER,South America,Americas,"Lima, Lunahuana, Huancayo",,,,,,,,6,Richter,-12.69,-76.065,18:24,,1982,3,28,1982,3,28,3,,,,,,,5000,"37,7458220769"
1982-0025-PER,1982,0025,Natural,Hydrological,Flood,Flash flood,,,Kill,Peru,PER,South America,Americas,"Huallaga, Cuzco",,,,,,,,,Km2,,,,,1982,1,25,1982,1,25,332,,20000,5000,25000,,,,"37,7458220769"
1982-0040-PER,1982,0040,Natural,Hydrological,Landslide,Landslide,,,Kill,Peru,PER,South America,Americas,Cuzco,,,,,,,,,,,,,,1982,3,28,1982,3,28,200,,30000,,30000,,,,"37,7458220769"
1982-0050-PER,1982,0050,Natural,Hydrological,Flood,,,,Affect,Peru,PER,South America,Americas,Ucayali river,,,,,,,,,Km2,,,,,1982,4,13,1982,4,13,,,30000,,30000,,,,"37,7458220769"
1982-0066-PRY,1982,0066,Natural,Hydrological,Flood,Riverine flood,,,Affect,Paraguay,PRY,South America,Americas,Parana & Paraguay river areas,,,,Yes,,,,,Km2,,,,,1982,6,,1982,6,,,,85000,,85000,,,,"37,7458220769"
1982-9286-SLV,1982,9286,Natural,Climatological,Drought,Drought,,,,El Salvador,SLV,Central America,Americas,,,,,,,,,,Km2,,,,,1982,7,,1982,,,,,,,,,,,"37,7458220769"
1982-0102-SLV,1982,0102,Natural,Hydrological,Flood,,,,Kill,El Salvador,SLV,Central America,Americas,"Sonsonate, Ahuachapan",,,,Yes,,,,,Km2,,,,,1982,9,17,1982,9,17,500,18000,50000,,68000,,,280000,"37,7458220769"
1983-9331-PAN,1983,9331,Natural,Climatological,Drought,Drought,,,,Panama,PAN,Central America,Americas,Panama city,,Water shortage,,,,,,,Km2,,,,,1983,5,,1983,,,,,81000,,81000,,,,"38,9583793015"
1983-0118-LCA,1983,0118,Natural,Meteorological,Storm,,,,Affect,Saint Lucia,LCA,Caribbean,Americas,,,,,,,,,,Kph,,,,,1983,9,,1983,9,,,,3000,,3000,,,1290,"38,9583793015"
1983-0329-MEX,1983,0329,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Kill,Mexico,MEX,Central America,Americas,,,,,,,,,,Kph,,,,,1983,12,,1983,12,,140,,250000,7500,257500,,,,"38,9583793015"
1983-0107-MEX,1983,0107,Natural,Hydrological,Landslide,Landslide,,,Kill,Mexico,MEX,Central America,Americas,Xicola,,,,,,,,,,,,,,1983,8,11,1983,8,11,50,,,,,,,,"38,9583793015"
1983-0134-MEX,1983,0134,Natural,Meteorological,Storm,Tropical cyclone,,Tico,Kill,Mexico,MEX,Central America,Americas,Mazatlan,,,,,,,,241,Kph,,,,,1983,10,20,1983,10,20,135,,,25000,25000,,,,"38,9583793015"
1983-0070-PER,1983,0070,Natural,Geophysical,Earthquake,Ground movement,,,Kill,Peru,PER,South America,Americas,Chimbote,,,,,,,,5,Richter,-4.843,-78.103,07:07,,1983,4,12,1983,4,12,10,,,,,,,500,"38,9583793015"
1983-0005-PER,1983,0005,Natural,Hydrological,Landslide,Landslide,,,Kill,Peru,PER,South America,Americas,"Piura, Tumbes",,,,Yes,,,,,,,,,,1983,1,,1983,1,,364,,700000,,700000,,,988800,"38,9583793015"
1983-0333-PER,1983,0333,Natural,Hydrological,Landslide,Landslide,,,Kill,Peru,PER,South America,Americas,,,,,,,,,,,,,,,1983,3,,1983,3,,232,,,,,,,,"38,9583793015"
1983-0011-PER,1983,0011,Natural,Meteorological,Extreme temperature,Heat wave,,,Kill,Peru,PER,South America,Americas,Lima,,,,,,,,,°C,,,,,1983,1,,1983,1,,17,,2700,,2700,,,,"38,9583793015"
1983-9007-PER,1983,9007,Natural,Climatological,Drought,Drought,,,,Peru,PER,South America,Americas,Puno department (Andean),,,,Yes,No,No,,,Km2,,,,,1983,1,,1983,,,,,,,,,,,"38,9583793015"
1983-9332-PRY,1983,9332,Natural,Climatological,Drought,Drought,,,,Paraguay,PRY,South America,Americas,,El Nino,,,,,,,,Km2,,,,,1983,6,,1983,,,,,,,,,,,"38,9583793015"
1983-0040-PRY,1983,0040,Natural,Hydrological,Flood,,,,Kill,Paraguay,PRY,South America,Americas,Eastern region,,,,Yes,,,,,Km2,,,,,1983,2,,1983,2,,76,,100000,,100000,,,82000,"38,9583793015"
1984-0242-KNA,1984,0242,Natural,Meteorological,Storm,Tropical cyclone,,Klaus,Declar,Saint Kitts and Nevis,KNA,Caribbean,Americas,,,,,,,,,,Kph,,,,,1984,11,,1984,11,,,,,,,,,,"40,6338038615"
1984-0117-MEX,1984,0117,Natural,Hydrological,Flood,Riverine flood,,,Affect,Mexico,MEX,Central America,Americas,Sonora,,,,,,,,,Km2,,,,,1984,12,,1984,12,,,,20000,,20000,,,,"40,6338038615"
1984-0078-MEX,1984,0078,Natural,Meteorological,Storm,Tropical cyclone,,,Affect,Mexico,MEX,Central America,Americas,West Coast,,,,,,,,,Kph,,,,,1984,9,,1984,9,,4,,10000,,10000,,,,"40,6338038615"
1984-0098-PAN,1984,0098,Natural,Hydrological,Flood,,,,Affect,Panama,PAN,Central America,Americas,Panama City area,,,,Yes,,,,,Km2,,,,,1984,10,30,1984,10,30,1,,1000,,1000,,,,"40,6338038615"
1984-0026-PER,1984,0026,Natural,Hydrological,Landslide,Mudslide,,,OFDA,Peru,PER,South America,Americas,Lima,,,,,,,,,,,,,,1984,3,,1984,3,,7,,,,,,,3000,"40,6338038615"
1985-0133-JAM,1985,0133,Natural,Meteorological,Storm,Tropical cyclone,,Kate,Affect,Jamaica,JAM,Caribbean,Americas,"Southern, Central (Clareon, Manchester, St, Elizabeth)",,,,,,,,,Kph,,,,,1985,11,18,1985,11,18,7,,,300,300,,,5200,"42,0745267678"
1985-0109-MEX,1985,0109,Natural,Geophysical,Earthquake,Ground movement,,,Kill,Mexico,MEX,Central America,Americas,"Mexico city, Michoacan, Jalisco",,,,Yes,,,,8,Richter,18.19,-102.533,03:47,,1985,9,19,1985,9,19,9500,30204,2000000,100000,2130204,,,4104000,"42,0745267678"
1985-0191-PER,1985,0191,Natural,Geophysical,Earthquake,Ground movement,,,Affect,Peru,PER,South America,Americas,Chimbote area,,,,,,,,6,Richter,-9.159,-78.887,06:26,,1985,8,21,1985,8,21,,100,,300,400,,,,"42,0745267678"
1985-0071-PER,1985,0071,Natural,Geophysical,Mass movement (dry),Landslide,,,OFDA,Peru,PER,South America,Americas,La Hoyada region,,,,,,,,,,,,,,1985,6,16,1985,6,16,,,,,,,,,"42,0745267678"
1985-0239-PER,1985,0239,Natural,Hydrological,Landslide,Landslide,,,Kill,Peru,PER,South America,Americas,Colcabamba department,,,,Yes,No,No,,,,,,,,1985,4,7,1985,4,7,150,,,4000,4000,,,,"42,0745267678"
1985-0237-PER,1985,0237,Natural,Hydrological,Landslide,Mudslide,,,Declar,Peru,PER,South America,Americas,Esat of Lima,,,,,,,,,,,,,,1985,2,,1985,2,,,,,,,,,,"42,0745267678"
1985-0354-PRI,1985,0354,Natural,Hydrological,Landslide,Landslide,,,Kill,Puerto Rico,PRI,Caribbean,Americas,,,,,,,,,,,,,,,1985,10,,1985,10,,100,,,,,,,,"42,0745267678"
1985-0345-PRI,1985,0345,Natural,Hydrological,Flood,,,,Kill,Puerto Rico,PRI,Caribbean,Americas,,,,,,,,,,Km2,,,,,1985,10,7,1985,10,7,500,,,,,,,,"42,0745267678"
1986-0070-HTI,1986,0070,Natural,Hydrological,Flood,,,,Kill,Haiti,HTI,Caribbean,Americas,Les Cayes Area,,,,Yes,,,,,Km2,,,,,1986,6,1,1986,6,1,79,660,85000,13200,98860,,,,"42,8731298313"
1986-0060-JAM,1986,0060,Natural,Hydrological,Flood,,,,Kill,Jamaica,JAM,Caribbean,Americas,"Entire Island, especillay the Praishes of Westmoreland, Clarendon and Ste. Catherine",,,,Yes,,,,160,Km2,,,,,1986,5,15,1986,5,15,54,,40000,,40000,,,76000,"42,8731298313"
1986-0112-LCA,1986,0112,Natural,Meteorological,Storm,Tropical cyclone,,Danielle,OFDA,Saint Lucia,LCA,Caribbean,Americas,,,,,,,,,,Kph,,,,,1986,9,8,1986,9,8,,,,,,,,,"42,8731298313"
1986-0233-MEX,1986,0233,Natural,Hydrological,Flood,Riverine flood,,,Kill,Mexico,MEX,Central America,Americas,Monterrey,,,,,,,,,Km2,,,,,1986,9,,1986,9,,20,,,,,,,,"42,8731298313"
1986-0119-PAN,1986,0119,Natural,Hydrological,Flood,,,,Affect,Panama,PAN,Central America,Americas,"Panama city, Los Santo province, Chiriqui province",,,,Yes,,,,,Km2,,,,,1986,10,,1986,10,,2,,3500,2500,6000,,,350,"42,8731298313"
1986-0051-PER,1986,0051,Natural,Geophysical,Earthquake,Ground movement,,,Kill,Peru,PER,South America,Americas,"Chimbote, Pucallpa (Cuzco)",,,,,No,No,,6,Richter,13.32 S,71.57 W,,,1986,4,5,1986,4,5,15,80,8000,,8080,,,22000,"42,8731298313"
1986-0150-PER,1986,0150,Natural,Geophysical,Earthquake,Ground movement,,,Affect,Peru,PER,South America,Americas,Huarmey area,,,,,No,No,,5,Richter,9.505 S,77.512 W,,,1986,1,11,1986,1,11,1,,,100,100,,,,"42,8731298313"
1986-0027-PER,1986,0027,Natural,Hydrological,Flood,Riverine flood,,,Kill,Peru,PER,South America,Americas,"Puno, Huanuco, Uacyali",,,,Yes,,,,850,Km2,,,,,1986,2,,1986,2,,62,,200000,,200000,,,1200,"42,8731298313"
1986-0041-PER,1986,0041,Natural,Hydrological,Landslide,Landslide,,,Kill,Peru,PER,South America,Americas,North Peru,,,,,,,,,,,,,,1986,3,9,1986,3,9,40,,,366,366,,,,"42,8731298313"
1986-0123-SLV,1986,0123,Natural,Geophysical,Earthquake,Ground movement,,,Kill,El Salvador,SLV,Central America,Americas,San Salvador,,,,Yes,Yes,No,,8,Richter,13.40 N,89.10 W,11:50,,1986,10,10,1986,10,10,1100,20000,500000,250000,770000,,225000,1500000,"42,8731298313"
1987-0127-HTI,1987,0127,Natural,Hydrological,Flood,,,,Kill,Haiti,HTI,Caribbean,Americas,Port-au-Prince,,,,,,,,,Km2,,,,,1987,7,10,1987,7,10,33,150,5000,,5150,,,,"44,4442384248"
1987-0222-HTI,1987,0222,Natural,Hydrological,Flood,,,,Affect,Haiti,HTI,Caribbean,Americas,Southern,,,,,,,,,Km2,,,,,1987,12,,1987,12,,,,3000,,3000,,,,"44,4442384248"
1987-0256-HTI,1987,0256,Natural,Hydrological,Flood,,,,Affect,Haiti,HTI,Caribbean,Americas,Port-De-Paix,,,,,,,,,Km2,,,,,1987,4,27,1987,4,27,,,655,,655,,,,"44,4442384248"
1987-0257-HTI,1987,0257,Natural,Hydrological,Flood,,,,Affect,Haiti,HTI,Caribbean,Americas,"Delmas, Caradeux, Port-au-Prince",,,,,,,,,Km2,,,,,1987,5,8,1987,5,8,,,105,,105,,,,"44,4442384248"
1987-0326-JAM,1987,0326,Natural,Hydrological,Flood,Riverine flood,,,Affect,Jamaica,JAM,Caribbean,Americas,,,,,,,,,,Km2,,,,,1987,11,,1987,11,,9,,26000,,26000,,,31000,"44,4442384248"
1987-0089-KNA,1987,0089,Natural,Hydrological,Flood,,,,OFDA,Saint Kitts and Nevis,KNA,Caribbean,Americas,,,,,,,,,,Km2,,,,,1987,5,,1987,5,,,,,,,,,500,"44,4442384248"
1987-0536-LCA,1987,0536,Natural,Meteorological,Storm,Tropical cyclone,,Emily,SigDam,Saint Lucia,LCA,Caribbean,Americas,,,,,,,,,,Kph,,,,,1987,9,,1987,9,,,,,,,,,,"44,4442384248"
1987-0254-MEX,1987,0254,Natural,Geophysical,Earthquake,Ground movement,,,Regional,Mexico,MEX,Central America,Americas,Mexicali,,,,,,,,7,Richter,33.015,-115.852,05:15,,1987,11,24,1987,11,24,2,50,3000,,3050,,,,"44,4442384248"
1987-0111-MEX,1987,0111,Natural,Hydrological,Flood,Riverine flood,,,Affect,Mexico,MEX,Central America,Americas,Mexico city,,,,,,,,,Km2,,,,,1987,6,13,1987,6,13,5,12,,200,212,,,,"44,4442384248"
1987-0583-MEX,1987,0583,Natural,Hydrological,Flood,Riverine flood,,,Kill,Mexico,MEX,Central America,Americas,Mexico city,,,,,,,,,Km2,,,,,1987,9,29,1987,9,29,11,,,,,,,,"44,4442384248"
1987-0023-PER,1987,0023,Natural,Hydrological,Flood,Riverine flood,,,Kill,Peru,PER,South America,Americas,"Villarica, Oxapampa (Pasco state)",,,,,,,,,Km2,,,,,1987,2,,1987,2,,73,19,2500,500,3019,,,,"44,4442384248"
1987-0050-PER,1987,0050,Natural,Hydrological,Landslide,Mudslide,,,Kill,Peru,PER,South America,Americas,Chuschi (Ayacucho State),,,,,,,,,,,,,,1987,1,9,1987,1,9,25,45,,340,385,,,,"44,4442384248"
1987-0225-PER,1987,0225,Natural,Hydrological,Landslide,Mudslide,,,Kill,Peru,PER,South America,Americas,San Juan Ubirique (Junin area),,,,,,,,,,,,,,1987,12,4,1987,12,4,70,,,,,,,,"44,4442384248"
1987-0073-PER,1987,0073,Natural,Hydrological,Flood,,,,Kill,Peru,PER,South America,Americas,Chosica (Lima),,,,,,,,,Km2,,,,,1987,3,9,1987,3,9,100,500,25000,,25500,,,,"44,4442384248"
1988-0430-MEX,1988,0430,Natural,Meteorological,Storm,Tropical cyclone,,Gilbert,Kill,Mexico,MEX,Central America,Americas,Yucatan and Gulf coast,,Flood,,,No,No,,,Kph,,,,,1988,9,14,1988,9,14,240,,100000,,100000,,,76000,"46,2565568314"
1988-0060-HTI,1988,0060,Natural,Hydrological,Flood,,,,Kill,Haiti,HTI,Caribbean,Americas,North-West,,,,,,,,,Km2,,,,,1988,1,27,1988,1,27,15,1,1000,,1001,,,,"46,2565568314"
1988-0594-HTI,1988,0594,Natural,Hydrological,Flood,,,,Affect,Haiti,HTI,Caribbean,Americas,Estere,,,,,,,,,Km2,,,,,1988,6,20,1988,6,20,,,2500,,2500,,,,"46,2565568314"
1988-0596-HTI,1988,0596,Natural,Hydrological,Flood,,,,Kill,Haiti,HTI,Caribbean,Americas,Port-Au-Prince,,,,,,,,,Km2,,,,,1988,9,30,1988,9,30,12,,,200,200,,,,"46,2565568314"
1988-0597-HTI,1988,0597,Natural,Hydrological,Flood,,,,Affect,Haiti,HTI,Caribbean,Americas,Leogane,,,,,,,,,Km2,,,,,1988,10,8,1988,10,8,,,200,,200,,,,"46,2565568314"
