Source:,"EM-DAT, CRED / UCLouvain, Brussels, Belgium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,www.emdat.be (D. Guha-Sapir),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version:,2020-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File creation:,"Thu, 15 Oct 2020 02:11:23 CEST",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table type:,Custom request,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of records:,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dis No,Year,Seq,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Entry Criteria,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$),CPI
1978-0010-FRA,1978,0010,Natural,Hydrological,Flood,,,,Affect,France,FRA,Western Europe,Europe,Marseilles,,,,,,,,,Km2,,,,,1978,1,,1978,1,,3,,1000,,1000,,,,"25,5159153235"
1978-0081-GRC,1978,0081,Natural,Geophysical,Earthquake,Ground movement,,,Kill,Greece,GRC,Southern Europe,Europe,Thessaloniki area,,,,,,,,6,Richter,40.739,23.229,22:03,,1978,6,20,1978,6,20,50,100,600000,,600100,,,250000,"25,5159153235"
1902-0011-SUN,1902,0011,Natural,Geophysical,Earthquake,Ground movement,,,Kill,Soviet Union,SUN,Russian Federation,Europe,"Andishan,Tashkent (Uzbekistan)",,,,,,,,6,Richter,40.8,72.3,09:44,,1902,12,16,1902,12,16,4562,,125112,,125112,,,,"3,3918445425"
1905-0001-ITA,1905,0001,Natural,Geophysical,Earthquake,Ground movement,,,Kill,Italy,ITA,Southern Europe,Europe,"MONTELEONE, TROPEA, MONTE PORO (Calabria)",,,,,,,,7,Richter,38.67,16.07,01:43,,1905,9,8,1905,9,8,557,2000,,20100,22100,,,,"3,5223001018"
1906-0012-ITA,1906,0012,Natural,Geophysical,Volcanic activity,Ash fall,,Mt. Vesuve,Kill,Italy,ITA,Southern Europe,Europe,,,,,,,,,,,40.821,14.426,,,1906,4,18,1906,4,18,700,,,,,,,,"3,5223001018"
1908-0007-ITA,1908,0007,Natural,Geophysical,Earthquake,Ground movement,,,Kill,Italy,ITA,Southern Europe,Europe,"Messina, Regio, Calabria, Sicilia",,Tsunami/Tidal wave,,,,,,7,Richter,38.17,15.58,05:20,,1908,12,28,1908,12,28,75000,,150000,,150000,,,116000,"3,5223001018"
1908-0006-ROU,1908,0006,Natural,Geophysical,Earthquake,Ground movement,,,OFDA,Romania,ROU,Eastern Europe,Europe,,,,,,,,,,Richter,,,,,1908,10,6,1908,10,6,,,,,,,,,"3,5223001018"
1913-0008-ROU,1913,0008,Natural,Geophysical,Earthquake,Ground movement,,,OFDA,Romania,ROU,Eastern Europe,Europe,Tirnovo,,,,,,,,7,Richter,43.5,25.5,12:33,,1913,6,14,1913,6,14,,,,,,,,,"3,874530112"
1915-0002-ITA,1915,0002,Natural,Geophysical,Earthquake,Ground movement,,,Kill,Italy,ITA,Southern Europe,Europe,"Avezzano, Marsica (Abruzze)",,,,,,,,8,Richter,42.02,13.26,07:52,,1915,1,13,1915,1,13,29980,,,,,,,60000,"3,9658490036"
1917-0002-SUN,1917,0002,Natural,Biological,Epidemic,,,,Kill,Soviet Union,SUN,Russian Federation,Europe,Nationwide,,,,,,,,,Vaccinated,,,,,1917,,,1917,,,2500000,,,,,,,,"5,0225390341"
1920-0014-ITA,1920,0014,Natural,Geophysical,Earthquake,Ground movement,,,Kill,Italy,ITA,Southern Europe,Europe,"Carrara, Farfagnana",,,,,,,,6,Richter,44.3,10.3,06:55,,1920,9,7,1920,9,7,1400,,,,,,,,"7,8534246715"
1921-9001-SUN,1921,9001,Natural,Climatological,Drought,Drought,,,,Soviet Union,SUN,Russian Federation,Europe,"South Ukraine, Volga, Ural (Kazakhstan,Russian Federation, Ukraine)",,Crop failure,Famine,,,,,,Km2,,,,,1921,,,1921,,,1200000,,5000000,,5000000,,,,"6,99241798"
1922-0002-ITA,1922,0002,Natural,Hydrological,Landslide,,,,Kill,Italy,ITA,Southern Europe,Europe,Sicily,,,,,,,,,,,,,,1922,2,11,1922,2,11,100,,,,,,,,"6,5619146342"
1923-0005-SUN,1923,0005,Natural,Meteorological,Storm,Convective storm,Hail,,Kill,Soviet Union,SUN,Russian Federation,Europe,Rostov (Russian Federation),,,,,,,,,Kph,,,,,1923,7,10,1923,7,10,23,,,,,,,,"6,6793246376"
1923-0001-SUN,1923,0001,Natural,Biological,Epidemic,Parasitic disease,,,Affect,Soviet Union,SUN,Russian Federation,Europe,"Nationwide (Ukraine, Georgia, Russian Federation, Kazakhstan)",,,,,,,,,Vaccinated,,,,,1923,,,1923,,,,,18000000,,18000000,,,,"6,6793246376"
1926-0002-ROU,1926,0002,Natural,Hydrological,Flood,,,,Kill,Romania,ROU,Eastern Europe,Europe,Danube Valley,,,,,,,,,Km2,,,,,1926,,,1926,,,1000,,,,,,,,"6,9402357562"
1928-0010-POL,1928,0010,Natural,Meteorological,Storm,Convective storm,Tornado,,Kill,Poland,POL,Eastern Europe,Europe,Warsaw,,,,,,,,,Kph,,,,,1928,7,6,1928,7,6,82,,,,,,,,"6,7315068613"
1928-0009-ROU,1928,0009,Natural,Meteorological,Storm,Convective storm,Hail,,OFDA,Romania,ROU,Eastern Europe,Europe,Klausenburg,,,,,,,,,Kph,,,,,1928,5,1,1928,5,1,6,,,,,,,,"6,7315068613"
1928-0006-ROU,1928,0006,Natural,Geophysical,Earthquake,Ground movement,,,OFDA,Romania,ROU,Eastern Europe,Europe,,,,,,,,,,Richter,,,,,1928,4,14,1928,4,14,,,,,,,,,"6,7315068613"
1930-0008-ITA,1930,0008,Natural,Geophysical,Earthquake,Ground movement,,,Kill,Italy,ITA,Southern Europe,Europe,"Irpina, Naples",,,,,,,,6,Richter,40.922,15.377,02:08,,1930,7,23,1930,7,23,1883,,10000,,10000,,,5000,"6,5488690783"
1934-0006-ROU,1934,0006,Natural,Geophysical,Earthquake,Ground movement,,,OFDA,Romania,ROU,Eastern Europe,Europe,,,,,,,,,,Richter,,,,,1934,3,29,1934,3,29,,,,,,,,,"5,244313485"
1936-0001-NOR,1936,0001,Natural,Hydrological,Landslide,Landslide,,,Kill,Norway,NOR,Northern Europe,Europe,Loen (North Fjord),,,,,,,,,,,,,,1936,,,1936,,,73,,,,,,,,"5,439996824"
1939-0018-ITA,1939,0018,Natural,Hydrological,Flood,Riverine flood,,,Kill,Italy,ITA,Southern Europe,Europe,Soverato,,,,,,,,,Km2,,,,,1939,,,1939,,,10,,,,,,,,"5,4530423799"
1940-0001-ROU,1940,0001,Natural,Geophysical,Earthquake,Ground movement,,,Kill,Romania,ROU,Eastern Europe,Europe,Bucharest,,,,,,,,7,Richter,45.8,26.8,03:39,,1940,11,10,1940,11,10,980,,,,,,,10000,"5,4921790477"
1944-0044-ITA,1944,0044,Natural,Geophysical,Volcanic activity,Ash fall,,Mt. Vesuve,Kill,Italy,ITA,Southern Europe,Europe,Napoli,,,,,,,,,,40.821,14.426,,,1944,3,18,1944,3,18,26,,,14000,14000,,,,"6,9010990884"
1945-0003-ROU,1945,0003,Natural,Geophysical,Earthquake,Ground movement,,,OFDA,Romania,ROU,Eastern Europe,Europe,,,,,,,,,,Richter,,,,,1945,9,7,1945,9,7,,,,,,,,,"7,0576457596"
1945-0008-ROU,1945,0008,Natural,Geophysical,Earthquake,Ground movement,,,OFDA,Romania,ROU,Eastern Europe,Europe,,,,,,,,,,Richter,,,,,1945,12,9,1945,12,9,,,,,,,,,"7,0576457596"
1946-0023-SUN,1946,0023,Natural,Geophysical,Earthquake,Ground movement,,,Kill,Soviet Union,SUN,Russian Federation,Europe,Turkmenistan,,,,,,,,7,Richter,39.826,54.648,,,1946,11,4,1946,11,4,400,,,,,,,,"7,6446957766"
1948-0023-ITA,1948,0023,Natural,Meteorological,Storm,,,,Kill,Italy,ITA,Southern Europe,Europe,,,,,,,,,,Kph,,,,,1948,9,,1948,9,,80,,,,,,,,"9,4188913835"
1948-0026-ITA,1948,0026,Natural,Hydrological,Landslide,,,,Kill,Italy,ITA,Southern Europe,Europe,,,,,,,,,,,,,,,1948,11,,1948,11,,25,,,,,,,,"9,4188913835"
1948-0011-SUN,1948,0011,Natural,Geophysical,Earthquake,Ground movement,,,Kill,Soviet Union,SUN,Russian Federation,Europe,Ashkabat (Turkmenistan),,,,,,,,7,Richter,37.95,58.32,01:12,,1948,10,5,1948,10,5,110000,,,,,,,25000,"9,4188913835"
1949-0008-SUN,1949,0008,Natural,Geophysical,Earthquake,Ground movement,,,Kill,Soviet Union,SUN,Russian Federation,Europe,Tadzhik (Tajikistan),,,,,,,,7,Richter,39.2,70.8,08:53,,1949,7,10,1949,7,10,3500,,,,,,,,"9,3275724919"
1949-0001-SUN,1949,0001,Natural,Hydrological,Landslide,,,,Kill,Soviet Union,SUN,Russian Federation,Europe,Khait (Tadzhikistan),,,,,,,,,,,,,,1949,,,1949,,,12000,,,,,,,,"9,3275724919"
1951-0020-ITA,1951,0020,Natural,Hydrological,Flood,,,,Kill,Italy,ITA,Southern Europe,Europe,"Po river Valley, Polesine",,,,,No,No,,,Km2,,,,,1951,11,14,1951,11,14,100,,,170000,170000,,,300000,"10,1755336276"
1951-0042-ITA,1951,0042,Natural,Hydrological,Flood,,,,Kill,Italy,ITA,Southern Europe,Europe,Reggio Calabria,,,,,No,No,,,Km2,,,,,1951,10,16,1951,10,16,63,,,3500,3500,,,,"10,1755336276"
1952-0036-SUN,1952,0036,Natural,Geophysical,Earthquake,Tsunami,,,Kill,Soviet Union,SUN,Russian Federation,Europe,"Kamchatka Peninsula, Kuril Isl. (Russian Federation)",Earthquake,,,,,,,,Richter,52.623,159.779,04:58,9,1952,11,5,1952,11,5,,,,,,,,,"10,4103536344"
1953-0007-NLD,1953,0007,Natural,Hydrological,Flood,Coastal flood,,,Kill,Netherlands (the),NLD,Western Europe,Europe,"Zeeland, South Holland and North Brabant .largest floodings on Schouwen-Duiveland, Tholen, Sint Philipsland, Goeree-Overflakkee, the Hoeksche Waard, Voorne-Putten and Alblasserwaard. Parts of Zuid-Beveland, Noord-Beveland, IJselmonde, Pernis, Rozenburg, Walcheren and Land van Altena, Willemstad, Nieuw-Vossemeer, Zeeuws-Vlaanderenwere flooded.",Storm and wave surge,Broken Dam/Burst bank,,,No,No,,,Km2,,,,,1953,1,31,1953,1,31,2000,,300000,,300000,,,300000,"10,48862697"
1953-0056-ITA,1953,0056,Natural,Hydrological,Flood,,,,Kill,Italy,ITA,Southern Europe,Europe,Catanzaro (Reggio Calabria),,,,,No,No,,,Km2,,,,,1953,10,21,1953,10,21,100,,,4000,4000,,,,"10,48862697"
1954-0058-ITA,1954,0058,Natural,Hydrological,Landslide,,,,Kill,Italy,ITA,Southern Europe,Europe,Salerno,,,,,No,No,,,,,,,,1954,10,25,1954,10,25,297,,,5466,5466,,,,"10,5277636377"
1956-0006-SUN,1956,0006,Natural,Geophysical,Volcanic activity,Ash fall,,Mount Bezymianny,OFDA,Soviet Union,SUN,Russian Federation,Europe,Kamchatka (Russian Federation),,,,,,,,,,,,,,1956,3,20,1956,3,20,,,,,,,,,"10,6327191683"
1957-0025-SPI,1957,0025,Natural,Meteorological,Storm,,,,Kill,Canary Is,SPI,Southern Europe,Europe,,,,,,,,,,Kph,,,,,1957,1,,1957,1,,26,,,,,,,,"10,9880071868"
1960-0059-ITA,1960,0059,Natural,Hydrological,Landslide,,,,Kill,Italy,ITA,Southern Europe,Europe,Loveno,,,,,No,No,,,,,,,,1960,9,17,1960,9,17,12,,,,,,,,"11,5682160783"
1961-0002-SUN,1961,0002,Natural,Hydrological,Landslide,,,,Kill,Soviet Union,SUN,Russian Federation,Europe,Kiev (Ukraine),,,,,,,,,,,,,,1961,3,13,1961,3,13,145,,,,,,,,"11,6920750645"
1962-0045-ITA,1962,0045,Natural,Geophysical,Earthquake,Ground movement,,,Kill,Italy,ITA,Southern Europe,Europe,Irpinia,,,,,,,,6,Richter,41.4,15.5,19:19,,1962,8,21,1962,8,21,16,,,30000,30000,,,,"11,8322415324"
1963-0032-ITA,1963,0032,Natural,Hydrological,Landslide,,,,Kill,Italy,ITA,Southern Europe,Europe,"Vajont dam, Longarone (Belluno, Podova)",,,,,No,No,,,,,,,,1963,10,9,1963,10,9,1917,,,,,,,,"11,9789161597"
1965-0041-ITA,1965,0041,Natural,Meteorological,Storm,Convective storm,Tornado,,Kill,Italy,ITA,Southern Europe,Europe,North,,,,,,,,,Kph,,,,,1965,7,5,1965,7,5,37,,,,,,,,"12,3244326684"
1965-0052-ITA,1965,0052,Natural,Hydrological,Flood,,,,Kill,Italy,ITA,Southern Europe,Europe,Rome to Sicily,,,,,,,,,Km2,,,,,1965,9,2,1965,9,2,55,,,,,,,,"12,3244326684"
1966-0086-ITA,1966,0086,Natural,Hydrological,Flood,,,,Kill,Italy,ITA,Southern Europe,Europe,"Florence, Venice",,,,Yes,No,No,,,Km2,,,,,1966,11,3,1966,11,3,70,,,1300000,1300000,,,2000000,"12,6960281686"
1966-0042-SUN,1966,0042,Natural,Geophysical,Earthquake,Ground movement,,,Kill,Soviet Union,SUN,Russian Federation,Europe,Tashkent (Uzbekistan),,,,,,,,,Richter,41.2,69.1,,,1966,4,26,1966,4,26,10,,100000,,100000,,,300000,"12,6960281686"
1967-0073-PRT,1967,0073,Natural,Hydrological,Flood,,,,Kill,Portugal,PRT,Southern Europe,Europe,Lisbon + 3 other cities,,,,Yes,,,,,Km2,,,,,1967,11,26,1967,11,26,462,100,1000,,1100,,,3000,"13,0480621075"
1968-0023-ITA,1968,0023,Natural,Geophysical,Earthquake,Ground movement,,,Kill,Italy,ITA,Southern Europe,Europe,Belice Valley (Western Sicily),,,,Yes,,,,6,Richter,37.702,13.033,03:01,,1968,1,15,1968,1,15,224,563,55000,,55563,,,250000,"13,605446087"
1968-0081-ITA,1968,0081,Natural,Hydrological,Flood,,,,Kill,Italy,ITA,Southern Europe,Europe,"Piedmont, Asti, Biella, Novarra",,,,,No,No,,,Km2,,,,,1968,11,2,1968,11,2,72,,,3000,3000,,,,"13,605446087"
1970-0055-ITA,1970,0055,Natural,Hydrological,Flood,Riverine flood,,,Kill,Italy,ITA,Southern Europe,Europe,Genoa provinces,,,,Yes,,,,,Km2,,,,,1970,10,7,1970,10,7,37,,1300000,1650,1301650,,,268300,"15,1863354613"
1970-0047-ITA,1970,0047,Natural,Meteorological,Storm,Tropical cyclone,,,Kill,Italy,ITA,Southern Europe,Europe,Venice,,,,,,,,,Kph,,,,,1970,9,11,1970,9,11,35,,200,,200,,,3200,"15,1863354613"
1970-0029-ROU,1970,0029,Natural,Hydrological,Flood,,,,Kill,Romania,ROU,Eastern Europe,Europe,East,,,,Yes,,,,,Km2,,,,,1970,5,11,1970,5,11,215,,238755,,238755,,,500000,"15,1863354613"
1971-0014-ITA,1971,0014,Natural,Geophysical,Earthquake,Ground movement,,,Kill,Italy,ITA,Southern Europe,Europe,Toscana,,,,,,,,5,Richter,42.5,11.8,15:00,,1971,2,6,1971,2,6,22,100,4120,,4220,,,41600,"15,8382546266"
1972-0084-ITA,1972,0084,Natural,Geophysical,Earthquake,Ground movement,,,Affect,Italy,ITA,Southern Europe,Europe,Ancona,,,,,,,,5,Richter,43.8,13.3,03:42,,1972,2,4,1972,2,4,1,,450,,450,,,,"16,3565247542"
1972-0141-NLD,1972,0141,Natural,Meteorological,Storm,,,,Regional,Netherlands (the),NLD,Western Europe,Europe,,,,,,No,No,,,Kph,,,,,1972,11,12,1972,11,13,,,,,,,,,"16,3565247542"
1973-0012-ISL,1973,0012,Natural,Geophysical,Volcanic activity,Ash fall,,Eldafjell,Affect,Iceland,ISL,Northern Europe,Europe,Heimaey Is.,,,,Yes,No,No,,,,,,,,1973,1,23,1973,2,10,,,5200,,5200,,,24700,"17,3669860177"
1973-0001-ITA,1973,0001,Natural,Meteorological,Storm,,,,Kill,Italy,ITA,Southern Europe,Europe,South Sicily,,,,,,,,,Kph,,,,,1973,1,1,1973,1,1,24,,5000,,5000,,,360000,"17,3669860177"
1973-0032-ITA,1973,0032,Natural,Meteorological,Storm,,,,Kill,Italy,ITA,Southern Europe,Europe,Riviera,,,,,,,,,Kph,,,,,1973,7,14,1973,7,14,14,,,,,,,,"17,3669860177"
1973-0041-ITA,1973,0041,Natural,Meteorological,Storm,,,,OFDA,Italy,ITA,Southern Europe,Europe,Palermo,,,,,,,,,Kph,,,,,1973,10,,1973,10,,,,,,,,,120000,"17,3669860177"
1973-0011-PRT,1973,0011,Natural,Meteorological,Storm,,,,Kill,Portugal,PRT,Southern Europe,Europe,Atlantic Coast,,,,,,,,,Kph,,,,,1973,1,17,1973,1,17,11,,,,,,,,"17,3669860177"
1974-0060-ISL,1974,0060,Natural,Hydrological,Landslide,,,,Kill,Iceland,ISL,Northern Europe,Europe,Neskaupstadhur,,,,,,,,,,,,,,1974,12,20,1974,12,20,12,,,,,,,,"19,2868744704"
1974-0036-SUN,1974,0036,Natural,Hydrological,Landslide,Avalanche,,,Kill,Soviet Union,SUN,Russian Federation,Europe,Pamir Mountains (Tadjikistan?),,,,,,,,,,,,,,1974,7,10,1974,7,10,13,,,,,,,,"19,2868744704"
1975-0025-ITA,1975,0025,Natural,Hydrological,Landslide,,,,Kill,Italy,ITA,Southern Europe,Europe,Alps,,,,,,,,,,,,,,1975,4,,1975,4,,12,,,,,,,,"21,0503075152"
1975-0035-ROU,1975,0035,Natural,Hydrological,Flood,,,,Kill,Romania,ROU,Eastern Europe,Europe,"South, North-East, along Danube",,,,Yes,No,No,,,Km2,,,,,1975,7,,1975,7,,60,,1000000,,1000000,,,50000,"21,0503075152"
1976-0020-ISL,1976,0020,Natural,Geophysical,Earthquake,Ground movement,,,OFDA,Iceland,ISL,Northern Europe,Europe,Kopasker,,,,,,,,6,Richter,66.157,-16.582,13:29,,1976,1,13,1976,1,13,1,6,,,6,,,,"22,2596013891"
1976-0037-ITA,1976,0037,Natural,Geophysical,Earthquake,Ground movement,,,Kill,Italy,ITA,Southern Europe,Europe,Friuli region,,,,,,,,7,Richter,46.356,13.275,21:00,,1976,5,6,1976,5,6,922,1750,111472,105000,218222,,,3600000,"22,2596013891"
1976-0195-ITA,1976,0195,Natural,Geophysical,Earthquake,Ground movement,,,OFDA,Italy,ITA,Southern Europe,Europe,Friuli,,,,Yes,No,No,,,Richter,,,,,1976,9,9,1976,9,9,12,,,32000,32000,,,,"22,2596013891"
1976-0175-NLD,1976,0175,Natural,Meteorological,Storm,,,Capella,Regional,Netherlands (the),NLD,Western Europe,Europe,,,,,,No,No,,,Kph,,,,,1976,1,2,1976,1,4,,,,,,,,,"22,2596013891"
1976-0039-SUN,1976,0039,Natural,Geophysical,Earthquake,Ground movement,,,OFDA,Soviet Union,SUN,Russian Federation,Europe,"Gazli, Bukhara (Uzbekistan)",,,,,,,,7,Richter,40.381,63.472,07:58,,1976,5,17,1976,5,17,,,,,,,,85000,"22,2596013891"
1976-0176-SWE,1976,0176,Natural,Meteorological,Storm,,,Capella,Regional,Sweden,SWE,Northern Europe,Europe,,,,,,No,No,,,Kph,,,,,1976,1,2,1976,1,4,,,,,,,,,"22,2596013891"
1977-0063-ITA,1977,0063,Natural,Hydrological,Flood,,,,OFDA,Italy,ITA,Southern Europe,Europe,South West Turin,,,,,,,,,Km2,,,,,1977,5,,1977,5,,7,,,,,,,44000,"23,7068509965"
1977-0122-ITA,1977,0122,Natural,Hydrological,Flood,,,,Kill,Italy,ITA,Southern Europe,Europe,North (Po plain),,,,,,,,,Km2,,,,,1977,10,,1977,10,,16,,1000,,1000,,,150000,"23,7068509965"
1977-0101-POL,1977,0101,Natural,Hydrological,Flood,,,,Affect,Poland,POL,Eastern Europe,Europe,Southwest,,,,,,,,,Km2,,,,,1977,8,4,1977,8,4,,,1000,,1000,,,,"23,7068509965"
1977-0048-ROU,1977,0048,Natural,Geophysical,Earthquake,Ground movement,,,Kill,Romania,ROU,Eastern Europe,Europe,Bucharest,,,,Yes,,,,8,Richter,45.772,26.761,21:21,,1977,3,4,1977,3,4,1641,11300,200000,175000,386300,,,2000000,"23,7068509965"
1977-0068-SWE,1977,0068,Natural,Hydrological,Flood,,,,OFDA,Sweden,SWE,Northern Europe,Europe,,,,,,,,,,Km2,,,,,1977,5,,1977,5,,,,,,,,,170000,"23,7068509965"
1977-0139-SWE,1977,0139,Natural,Hydrological,Landslide,,,,Kill,Sweden,SWE,Northern Europe,Europe,Goteborg,,,,,No,No,,,,,,,,1977,11,30,1977,11,30,13,50,,,50,,,11000,"23,7068509965"
1978-0082-ITA,1978,0082,Natural,Meteorological,Storm,Convective storm,Tornado,,OFDA,Italy,ITA,Southern Europe,Europe,Udine,,,,,,,,,Kph,,,,,1978,6,25,1978,6,25,1,19,,,19,,,1000,"25,5159153235"
1978-0057-ITA,1978,0057,Natural,Geophysical,Earthquake,Ground movement,,,Affect,Italy,ITA,Southern Europe,Europe,Sicily,,,,,,,,6,Richter,38.391,15.066,00:33,,1978,4,16,1978,4,16,5,,900,,900,,,,"25,5159153235"
1963-0016-YUG,1963,0016,Natural,Geophysical,Earthquake,Ground movement,,,Kill,Yugoslavia,YUG,Southern Europe,Europe,Skopje (Macedonia (FYR)),,,,,,,,6,Richter,42.1,21.3,05:17,,1963,7,26,1963,7,26,1070,3300,,,3300,,,1000000,"11,9789161597"
1964-0061-YUG,1964,0061,Natural,Hydrological,Flood,,,,Affect,Yugoslavia,YUG,Southern Europe,Europe,"Croatia, Slovenia",,,,Yes,,,,,Km2,,,,,1964,10,28,1964,10,28,,,200000,40000,240000,,,62600,"12,132117488"
1965-0027-YUG,1965,0027,Natural,Hydrological,Flood,Riverine flood,,,Affect,Yugoslavia,YUG,Southern Europe,Europe,"Bosnia, Serbia",,,,Yes,,,,,Km2,,,,,1965,5,9,1965,5,9,3,15000,80000,,95000,,,347000,"12,3244326684"
1967-0074-YUG,1967,0074,Natural,Geophysical,Earthquake,Ground movement,,,Affect,Yugoslavia,YUG,Southern Europe,Europe,Debar (Macedonia (FYR)),,,,Yes,,,,,Richter,42,21.28,,,1967,11,30,1967,11,30,7,70,16400,5400,21870,,,20000,"13,0480621075"
1968-0082-YUG,1968,0082,Natural,Geophysical,Earthquake,Ground movement,,,Affect,Yugoslavia,YUG,Southern Europe,Europe,Montenegro,,,,Yes,,,,5,Richter,42.1,19.3,05:49,,1968,11,3,1968,11,3,1,30,15000,,15030,,,38600,"13,605446087"
1969-0107-YUG,1969,0107,Natural,Geophysical,Earthquake,Ground movement,,,Kill,Yugoslavia,YUG,Southern Europe,Europe,Bosnia and Herzegovina,,,,Yes,,,,6,Richter,44.9,17.3,16:36,,1969,10,26,1969,10,26,15,1116,200000,85000,286116,,,50000,"14,3486278167"
1972-0025-YUG,1972,0025,Natural,Biological,Epidemic,Viral disease,,,Kill,Yugoslavia,YUG,Southern Europe,Europe,"Belgrade, Cacak (Serbia)",,,,Yes,,,,,Vaccinated,,,,,1972,3,7,1972,3,7,35,,174,,174,,,,"16,3565247542"
1978-0113-DFR,1978,0113,Natural,Geophysical,Earthquake,Ground movement,,,Affect,Germany Fed Rep,DFR,Western Europe,Europe,Swabian Alb,,,,,,,,6,Richter,48.29,9.01,06:08,,1978,9,3,1978,9,3,,35,,200,235,,,150000,"25,5159153235"
1979-0039-ALB,1979,0039,Natural,Geophysical,Earthquake,Ground movement,,,Kill,Albania,ALB,Southern Europe,Europe,Northern,,,,,,,,7,Richter,42.096,19.209,07:19,,1979,4,15,1979,4,15,35,350,,,350,,,,"28,3875988971"
1979-0014-DFR,1979,0014,Natural,Meteorological,Extreme temperature,Cold wave,,,OFDA,Germany Fed Rep,DFR,Western Europe,Europe,North,,,,,,,,,°C,,,,,1979,1,,1979,1,,,,,,,,,80000,"28,3875988971"
1979-0260-ESP,1979,0260,Natural,Hydrological,Flood,Flash flood,,,Kill,Spain,ESP,Southern Europe,Europe,Valdepenas,,,,,,,,,Km2,,,,,1979,8,2,1979,8,2,20,50,,,50,,,,"28,3875988971"
1979-0259-FRA,1979,0259,Natural,Geophysical,Earthquake,Tsunami,,,Kill,France,FRA,Western Europe,Europe,Cote d'Azur,Landslide,,,,No,No,,,Richter,43.70 N,7.25 E,,,1979,10,16,1979,10,16,11,2,,,2,,,,"28,3875988971"
1979-0105-GRC,1979,0105,Natural,Hydrological,Flood,,,,Kill,Greece,GRC,Southern Europe,Europe,North,,,,,,,,,Km2,,,,,1979,11,20,1979,11,20,15,,,,,,,,"28,3875988971"
1980-0233-AUT,1980,0233,Natural,Hydrological,Flood,,,,Declar,Austria,AUT,Western Europe,Europe,Styria province (South regions),,,,,,,,,Km2,,,,,1980,10,13,1980,10,13,,,,,,,,,"32,2338932328"
1980-0001-AZO,1980,0001,Natural,Geophysical,Earthquake,Ground movement,,,Kill,Azores Islands,AZO,Southern Europe,Europe,"Terceira, San Miguel, Santa Maria Pico, Sao Jorge Islands",,,,Yes,,,,7,Richter,38.815,-27.78,15:42,,1980,1,1,1980,1,1,69,600,21300,,21900,,,5000,"32,2338932328"
1980-0234-DNK,1980,0234,Natural,Meteorological,Storm,Convective storm,Severe storm,,Declar,Denmark,DNK,Northern Europe,Europe,N-W Jutland,,,,,,,,,Kph,,,,,1980,12,24,1980,12,24,,,,,,,,,"32,2338932328"
1980-9359-ESP,1980,9359,Natural,Climatological,Drought,Drought,,,,Spain,ESP,Southern Europe,Europe,Southern region,,,,,,,,,Km2,,,,,1980,,,1983,,,,,,,,,,1500000,"32,2338932328"
1980-0237-FRA,1980,0237,Natural,Hydrological,Flood,Riverine flood,,,Affect,France,FRA,Western Europe,Europe,Central Region,,,,,,,,,Km2,,,,,1980,9,21,1980,9,21,6,13,300,,313,,,,"32,2338932328"
1980-0239-GRC,1980,0239,Natural,Geophysical,Earthquake,Ground movement,,,Declar,Greece,GRC,Southern Europe,Europe,Volos (Magnisia province),,,,,,,,6,Richter,39.203,22.729,08:32,,1980,7,12,1980,7,12,1,17,,,17,,,5000,"32,2338932328"
1981-0122-GRC,1981,0122,Natural,Geophysical,Earthquake,Ground movement,,,Affect,Greece,GRC,Southern Europe,Europe,Greece-Albania border region,,"Slide (land, mud, snow, rock)",,,,,,6,Richter,39.481,20.699,17:16,,1981,3,10,1981,3,10,2,,450,,450,,,,"35,5651715206"
1981-0212-AUT,1981,0212,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Declar,Austria,AUT,Western Europe,Europe,Donau regions,,,,,,,,,Kph,,,,,1981,7,19,1981,7,19,,,,,,,,,"35,5651715206"
1981-0213-BGR,1981,0213,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Declar,Bulgaria,BGR,Eastern Europe,Europe,North-East region,,,,,,,,,Kph,,,,,1981,11,10,1981,11,10,,,,,,,,,"35,5651715206"
1981-0214-CSK,1981,0214,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Declar,Czechoslovakia,CSK,Eastern Europe,Europe,,,,,,,,,,Kph,,,,,1981,7,19,1981,7,19,,,600,,600,,,,"35,5651715206"
