Source:,"EM-DAT, CRED / UCLouvain, Brussels, Belgium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,www.emdat.be (D. Guha-Sapir),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version:,2020-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File creation:,"Mon, 19 Oct 2020 03:55:24 CEST",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table type:,Custom request,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of records:,699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dis No,Year,Seq,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Entry Criteria,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$),CPI
1972-0057-TUV,1972,0057,Natural,Meteorological,Storm,Tropical cyclone,,Bebe,Affect,Tuvalu,TUV,Polynesia,Oceania,Funafuti,,,,,,,,,Kph,,,,,1972,10,21,1972,10,21,6,,700,,700,,,,"16,3565247542"
1973-0080-TON,1973,0080,Natural,Meteorological,Storm,Tropical cyclone,,Juliette,Affect,Tonga,TON,Polynesia,Oceania,Ha'api Isl Group,,,,,,,,,Kph,,,,,1973,4,12,1973,4,12,3,,700,200,900,,,500,"17,3669860177"
1975-0022-NCL,1975,0022,Natural,Meteorological,Storm,Tropical cyclone,,Alison,OFDA,New Caledonia,NCL,Melanesia,Oceania,,,,,,,,,,Kph,,,,,1975,3,7,1975,3,7,,,,,,,,,"21,0503075152"
1975-0043-SLB,1975,0043,Natural,Geophysical,Earthquake,Tsunami,,,Kill,Solomon Islands,SLB,Melanesia,Oceania,Torkina,,,,,,,,8,Richter,-7.104,155.152,06:54,,1975,7,21,1975,7,21,200,,,,,,,,"21,0503075152"
1976-0022-NCL,1976,0022,Natural,Meteorological,Storm,Tropical cyclone,,David,OFDA,New Caledonia,NCL,Melanesia,Oceania,"Ouvea, Grande Terre",,,,,,,,,Kph,,,,,1976,1,16,1976,1,16,,,,,,,,,"22,2596013891"
1976-0021-NZL,1976,0021,Natural,Geophysical,Earthquake,Ground movement,,,OFDA,New Zealand,NZL,Australia and New Zealand,Oceania,"Kermandec Is., Raoul",,,,,,,,8,Richter,-28.427,-177.657,04:47,,1976,1,15,1976,1,15,,,,,,,,,"22,2596013891"
1976-0108-NZL,1976,0108,Natural,Hydrological,Flood,,,,Affect,New Zealand,NZL,Australia and New Zealand,Oceania,Lower Hutt,,,,,,,,,Km2,,,,,1976,12,20,1976,12,20,,,129,,129,,,,"22,2596013891"
1977-0059-SLB,1977,0059,Natural,Geophysical,Earthquake,Ground movement,,,Kill,Solomon Islands,SLB,Melanesia,Oceania,"Guadalcanal, Honiara",,Tsunami/Tidal wave,"Slide (land, mud, snow, rock)",,,,,7,Richter,-9.828,160.323,10:10,,1977,4,21,1977,4,21,34,1,1000,,1001,,,,"23,7068509965"
1977-0113-KIR,1977,0113,Natural,Biological,Epidemic,Bacterial disease,,Cholera,Kill,Kiribati,KIR,Micronesia,Oceania,,,,,,,,,,Vaccinated,,,,,1977,9,,1977,9,,17,,352,,352,,,,"23,7068509965"
1977-0182-NZL,1977,0182,Natural,Hydrological,Flood,,,,Affect,New Zealand,NZL,Australia and New Zealand,Oceania,Greymouth,,,,,,,,,Km2,,,,,1977,1,19,1977,1,19,,,120,,120,,,,"23,7068509965"
1977-0078-TON,1977,0078,Natural,Geophysical,Earthquake,Ground movement,,,Affect,Tonga,TON,Polynesia,Oceania,Tongatapu,,,,Yes,,,,7,Richter,-22.878,-175.9,01:08,,1977,6,23,1977,6,23,1,5,5000,500,5505,,,1200,"23,7068509965"
1977-0143-TON,1977,0143,Natural,Meteorological,Storm,Tropical cyclone,,Ernie,Affect,Tonga,TON,Polynesia,Oceania,Ha'Apai Isl.,,,,Yes,,,,,Kph,,,,,1977,12,27,1977,12,27,,5,10000,,10005,,,1100,"23,7068509965"
1940-0006-VUT,1940,0006,Natural,Meteorological,Storm,Tropical cyclone,,,OFDA,Vanuatu,VUT,Melanesia,Oceania,Central Islands,,,,,,,,,Kph,,,,,1940,2,8,1940,2,8,,,,,,,,,"5,4921790477"
1951-0025-VUT,1951,0025,Natural,Meteorological,Storm,Tropical cyclone,,,Kill,Vanuatu,VUT,Melanesia,Oceania,"Epi, Ambrym",,,,,,,,,Kph,,,,,1951,12,24,1951,12,24,100,,,,,,,250,"10,1755336276"
1959-0018-VUT,1959,0018,Natural,Meteorological,Storm,Tropical cyclone,,Amanda,OFDA,Vanuatu,VUT,Melanesia,Oceania,Southern Islands,,,,,,,,,Kph,,,,,1959,12,28,1959,12,28,,,,,,,,,"11,4019798896"
1964-0086-WSM,1964,0086,Natural,Meteorological,Storm,Convective storm,,,Kill,Samoa,WSM,Polynesia,Oceania,,,,,,,,,,Kph,,,,,1964,6,13,1964,6,13,250,,,,,,,,"12,132117488"
1965-0010-WLF,1965,0010,Natural,Meteorological,Storm,Tropical cyclone,,,OFDA,Wallis and Futuna,WLF,Polynesia,Oceania,,,,,,,,,,Kph,,,,,1965,2,5,1965,2,5,,,,,,,,,"12,3244326684"
1966-0023-WLF,1966,0023,Natural,Meteorological,Storm,Tropical cyclone,,,OFDA,Wallis and Futuna,WLF,Polynesia,Oceania,,,,,,,,,,Kph,,,,,1966,1,29,1966,1,29,,,,,,,,,"12,6960281686"
1966-0108-WSM,1966,0108,Natural,Meteorological,Storm,Tropical cyclone,,,Kill,Samoa,WSM,Polynesia,Oceania,All Isl.,,,,Yes,,,,,Kph,,,,,1966,1,29,1966,1,29,10,,95000,,95000,,,600,"12,6960281686"
1968-0114-WSM,1968,0114,Natural,Meteorological,Storm,Tropical cyclone,,,OFDA,Samoa,WSM,Polynesia,Oceania,All Isl.,,,,Yes,,,,,Kph,,,,,1968,2,10,1968,2,10,,4,,,4,,,238,"13,605446087"
1972-0016-VUT,1972,0016,Natural,Meteorological,Storm,Tropical cyclone,,Carlotta,OFDA,Vanuatu,VUT,Melanesia,Oceania,"Efate, Anatom",,,,,,,,,Kph,,,,,1972,1,18,1972,1,18,,,,,,,,,"16,3565247542"
1972-0019-VUT,1972,0019,Natural,Meteorological,Storm,Tropical cyclone,,Wendy,OFDA,Vanuatu,VUT,Melanesia,Oceania,"Banks, Santo",,,,,,,,,Kph,,,,,1972,2,2,1972,2,2,4,,,,,,,,"16,3565247542"
1972-0028-VUT,1972,0028,Natural,Meteorological,Storm,Tropical cyclone,,Gail,OFDA,Vanuatu,VUT,Melanesia,Oceania,"Efate, Shepherds",,,,,,,,,Kph,,,,,1972,4,17,1972,4,17,,,,,,,,,"16,3565247542"
1975-0021-VUT,1975,0021,Natural,Meteorological,Storm,,,Alison,OFDA,Vanuatu,VUT,Melanesia,Oceania,"Tongoa, Emae",,,,,,,,,Kph,,,,,1975,3,5,1975,3,5,,,,,,,,,"21,0503075152"
1977-0039-VUT,1977,0039,Natural,Meteorological,Storm,Tropical cyclone,,June,OFDA,Vanuatu,VUT,Melanesia,Oceania,Efate,,,,,,,,,Kph,,,,,1977,1,20,1977,1,20,,,,,,,,,"23,7068509965"
1978-9200-AUS,1978,9200,Natural,Climatological,Drought,Drought,,,,Australia,AUS,Australia and New Zealand,Oceania,"Southern Queensland, New South Wales, Victoria, Northeast Tasmania",,,,,,,,,Km2,,,,,1978,,,1978,,,,,,,,,,,"25,5159153235"
1978-0198-AUS,1978,0198,Natural,Hydrological,Flood,,,,Govern,Australia,AUS,Australia and New Zealand,Oceania,"Sydney, Penrith (New South Wale)",,,,,,,,,Km2,,,,,1978,3,,1978,3,,6,,,,,,,17258,"25,5159153235"
1978-0199-AUS,1978,0199,Natural,Hydrological,Flood,,,,Govern,Australia,AUS,Australia and New Zealand,Oceania,Eastern parts of Victoria,,,,,,,,,Km2,,,,,1978,5,,1978,5,,1,,,,,,,3452,"25,5159153235"
1978-0204-AUS,1978,0204,Natural,Meteorological,Storm,,,,Govern,Australia,AUS,Australia and New Zealand,Oceania,"South Australia, Victoria Harbour, Tasmania",,,,,,,,,Kph,,,,,1978,10,,1978,10,,,,,,,,,3797,"25,5159153235"
1978-0238-AUS,1978,0238,Natural,Meteorological,Storm,,,,Govern,Australia,AUS,Australia and New Zealand,Oceania,"Sydney, Newcastle, Wollongong (New South Wales)",,,,,,,,,Kph,,,,,1978,2,,1978,2,,,,,,,,,35090,"25,5159153235"
1978-0239-AUS,1978,0239,Natural,Meteorological,Storm,,,,Govern,Australia,AUS,Australia and New Zealand,Oceania,"North Coast, New South Wales",,,,,,,,,Kph,,,,,1978,3,,1978,3,,,,,,,,,11620,"25,5159153235"
1978-0240-AUS,1978,0240,Natural,Meteorological,Storm,,,,Govern,Australia,AUS,Australia and New Zealand,Oceania,Sydney (New South Wales),,,,,,,,,Kph,,,,,1978,6,,1978,6,,,,,,,,,16107,"25,5159153235"
1979-0243-AUS,1979,0243,Natural,Meteorological,Storm,Convective storm,Hail,,Govern,Australia,AUS,Australia and New Zealand,Oceania,,,,,,,,,,Kph,,,,,1979,11,,1979,11,,,,,,,,,18683,"28,3875988971"
1979-0242-AUS,1979,0242,Natural,Meteorological,Storm,Tropical cyclone,,Hazel,Kill,Australia,AUS,Australia and New Zealand,Oceania,Western Australia,,,,,,,,,Kph,,,,,1979,3,,1979,3,,15,,,,,,,31286,"28,3875988971"
1979-0241-AUS,1979,0241,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,Govern,Australia,AUS,Australia and New Zealand,Oceania,"Act, Gouldburn,Yass, Mittagong, New South Wales",,,,,,,,,Km2,,,,,1979,2,,1979,2,,,,,,,,,4090,"28,3875988971"
1979-0033-FJI,1979,0033,Natural,Meteorological,Storm,Tropical cyclone,,Meli,Kill,Fiji,FJI,Melanesia,Oceania,"East, South Islands + Lau group",,,,Yes,,,,,Kph,,,,,1979,3,27,1979,3,27,53,300,20600,15000,35900,,,,"28,3875988971"
1980-0286-AUS,1980,0286,Natural,Meteorological,Storm,Tropical cyclone,,Amy,Govern,Australia,AUS,Australia and New Zealand,Oceania,New South Wales Coast,,,,,,,,,Kph,,,,,1980,1,,1980,1,,,,,,,,,6966,"32,2338932328"
1980-0287-AUS,1980,0287,Natural,Meteorological,Storm,Tropical cyclone,,Dean,Govern,Australia,AUS,Australia and New Zealand,Oceania,Pilbara,,,,,,,,,Kph,,,,,1980,2,,1980,2,,,,,,,,,40026,"32,2338932328"
1980-0289-AUS,1980,0289,Natural,Meteorological,Storm,Tropical cyclone,,Enid,Govern,Australia,AUS,Australia and New Zealand,Oceania,Pilbara,,,,,,,,,Kph,,,,,1980,2,,1980,2,,,,,,,,,4605,"32,2338932328"
1980-0290-AUS,1980,0290,Natural,Meteorological,Storm,Tropical cyclone,,,Govern,Australia,AUS,Australia and New Zealand,Oceania,"Brisbane, Queensland",,,,,,,,,Kph,,,,,1980,12,,1980,12,,,,,,,,,13932,"32,2338932328"
1980-0288-AUS,1980,0288,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,Govern,Australia,AUS,Australia and New Zealand,Oceania,Adelaide Hills (South),,,,,,,,,Km2,,,,,1980,2,,1980,2,,,40,,,40,,,25975,"32,2338932328"
1980-0291-AUS,1980,0291,Natural,Meteorological,Storm,,,,Govern,Australia,AUS,Australia and New Zealand,Oceania,"Brighton, Queensland",,,,,,,,,Kph,,,,,1980,12,,1980,12,,,,,,,,,29399,"32,2338932328"
1980-0036-FJI,1980,0036,Natural,Meteorological,Storm,Tropical cyclone,,Wally,Kill,Fiji,FJI,Melanesia,Oceania,"Vanua Levu, Viti Levu",,,,Yes,,,,,Kph,,,,,1980,3,24,1980,3,24,18,250,28000,7000,35250,,,2256,"32,2338932328"
1981-0193-AUS,1981,0193,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,Govern,Australia,AUS,Australia and New Zealand,Oceania,"Queensland, New South Wales, South Australia, West Australia",,,,,,,,,Kph,,,,,1981,11,,1981,11,,,,,,,,,7895,"35,5651715206"
1981-0184-AUS,1981,0184,Natural,Hydrological,Flood,Riverine flood,,,Govern,Australia,AUS,Australia and New Zealand,Oceania,Queensland,,,,,,,,,Km2,,,,,1981,1,,1981,1,,2,,,,,,,11279,"35,5651715206"
1981-9188-AUS,1981,9188,Natural,Climatological,Drought,Drought,,,,Australia,AUS,Australia and New Zealand,Oceania,"Queensland, New South Wales, Victoria States",,,,,,,,,Km2,,,,,1981,,,1982,,,,,80000,,80000,,,6000000,"35,5651715206"
1981-0187-AUS,1981,0187,Natural,Hydrological,Flood,,,,Govern,Australia,AUS,Australia and New Zealand,Oceania,Victoria,,,,,,,,,Km2,,,,,1981,8,,1981,8,,,,,,,,,150000,"35,5651715206"
1981-0263-AUS,1981,0263,Natural,Hydrological,Flood,,,,Govern,Australia,AUS,Australia and New Zealand,Oceania,Dalby,,,,,,,,,Km2,,,,,1981,2,,1981,2,,,,,,,,,38236,"35,5651715206"
1981-0032-COK,1981,0032,Natural,Meteorological,Storm,Tropical cyclone,,Daman,OFDA,Cook Islands (the),COK,Polynesia,Oceania,Aitutaki,,,,,,,,,Kph,,,,,1981,2,21,1981,2,21,,,,,,,,,"35,5651715206"
1981-0024-FJI,1981,0024,Natural,Meteorological,Storm,Tropical cyclone,,Arthur,Affect,Fiji,FJI,Melanesia,Oceania,"Yasawas, Mamanuca",,,,Yes,,,,,Kph,,,,,1981,1,15,1981,1,15,,,4700,,4700,,,,"35,5651715206"
1982-0264-AUS,1982,0264,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,SigDam,Australia,AUS,Australia and New Zealand,Oceania,"Victoria, Melbourne",,,,,,,,139,Kph,,,,,1982,11,15,1982,11,15,,,,,,,,12454,"37,7458220769"
1982-0266-AUS,1982,0266,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,SigDam,Australia,AUS,Australia and New Zealand,Oceania,Southern Queensland,,,,,,,,,Kph,,,,,1982,12,15,1982,12,15,,,,,,,,11767,"37,7458220769"
1982-0255-AUS,1982,0255,Natural,Meteorological,Storm,Tropical cyclone,,Dominic,Govern,Australia,AUS,Australia and New Zealand,Oceania,North Queensland,,,,,,,,,Kph,,,,,1982,4,,1982,4,,1,,,,,,,6864,"37,7458220769"
1983-0045-AUS,1983,0045,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,Kill,Australia,AUS,Australia and New Zealand,Oceania,"South Australia, Victoria",,,,Yes,,,,,Km2,,,,,1983,2,16,1983,2,16,75,,,11000,11000,,,400000,"38,9583793015"
1983-0457-AUS,1983,0457,Natural,Meteorological,Storm,,,,Govern,Australia,AUS,Australia and New Zealand,Oceania,Queensland,,,,,,,,,Kph,,,,,1983,1,,1983,1,,,,,,,,,1984,"38,9583793015"
1983-0459-AUS,1983,0459,Natural,Meteorological,Storm,,,,Govern,Australia,AUS,Australia and New Zealand,Oceania,South,,,,,,,,,Kph,,,,,1983,2,,1983,2,,,,,,,,,2255,"38,9583793015"
1983-0461-AUS,1983,0461,Natural,Meteorological,Storm,,,,Govern,Australia,AUS,Australia and New Zealand,Oceania,"Perth, Bunbury",,,,,,,,,Kph,,,,,1983,9,,1983,9,,,,,,,,,5773,"38,9583793015"
1983-0047-FJI,1983,0047,Natural,Meteorological,Storm,Tropical cyclone,,Oscar,Affect,Fiji,FJI,Melanesia,Oceania,"Kadavu, Ono, Suva, Viti Levu, Yasawa, Naviti, Vatulele, Bega",,,,Yes,,,,180,Kph,,,,,1983,3,1,1983,3,1,9,14,200000,,200014,,,50000,"38,9583793015"
1983-0057-FJI,1983,0057,Natural,Meteorological,Storm,Tropical cyclone,,Sarah,Affect,Fiji,FJI,Melanesia,Oceania,Southern Lau group,,,,Yes,,,,,Kph,,,,,1983,3,25,1983,3,25,,,11132,,11132,,,851,"38,9583793015"
1983-9018-FJI,1983,9018,Natural,Climatological,Drought,Drought,,,,Fiji,FJI,Melanesia,Oceania,Western division,,,,,No,No,,,Km2,,,,,1983,,,1983,,,,,31000,,31000,,,30000,"38,9583793015"
1984-0109-AUS,1984,0109,Natural,Hydrological,Flood,Flash flood,,,Kill,Australia,AUS,Australia and New Zealand,Oceania,Sydney area,,,,,,,,,Km2,,,,,1984,11,9,1984,11,9,36,,,,,,,3000,"40,6338038615"
1985-0023-AUS,1985,0023,Natural,Meteorological,Storm,Convective storm,Hail,,Kill,Australia,AUS,Australia and New Zealand,Oceania,"Brisbane, Queensland",,,,,No,No,,,Kph,,,,,1985,1,18,1985,1,18,27,,,,,,68400,122000,"42,0745267678"
1985-0334-AUS,1985,0334,Natural,Meteorological,Storm,Convective storm,Hail,,Govern,Australia,AUS,Australia and New Zealand,Oceania,"Melbourne, Victoria",,,,,,,,,Kph,,,,,1985,9,,1985,9,,,,,,,,,7255,"42,0745267678"
1985-0004-AUS,1985,0004,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,Affect,Australia,AUS,Australia and New Zealand,Oceania,Southeastern,,,,,,,,,Km2,,,,,1985,1,,1985,1,,5,100,,,100,,,15000,"42,0745267678"
1985-0331-AUS,1985,0331,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,Govern,Australia,AUS,Australia and New Zealand,Oceania,New South Wales,,,,,,,,,Km2,,,,,1985,2,,1985,2,,6,,,,,,,18169,"42,0745267678"
1985-0210-AUS,1985,0210,Natural,Hydrological,Flood,,,,Govern,Australia,AUS,Australia and New Zealand,Oceania,"Hobart, Tasmania, Melbourne, East Victoria",,,,,,,,,Km2,,,,,1985,12,,1985,12,,,,,,,,,5778,"42,0745267678"
1985-0021-FJI,1985,0021,Natural,Meteorological,Storm,Tropical cyclone,,"Eric, Nigel, Odette",Kill,Fiji,FJI,Melanesia,Oceania,Lautoka area,,,,Yes,No,No,,140,Kph,,,,,1985,1,17,1985,1,19,28,,100000,,100000,,68400,73000,"42,0745267678"
1985-0042-FJI,1985,0042,Natural,Meteorological,Storm,Tropical cyclone,,Gavin,Affect,Fiji,FJI,Melanesia,Oceania,,,,,,,,,,Kph,,,,,1985,3,5,1985,3,5,3,,2000,,2000,,,,"42,0745267678"
1985-0044-FJI,1985,0044,Natural,Meteorological,Storm,Tropical cyclone,,,Affect,Fiji,FJI,Melanesia,Oceania,"Western, Central divisions",,,,Yes,,,,,Kph,,,,,1985,3,17,1985,3,17,1,,20000,,20000,,,3000,"42,0745267678"
1986-0214-AUS,1986,0214,Natural,Meteorological,Storm,Convective storm,Hail,,Govern,Australia,AUS,Australia and New Zealand,Oceania,"Orange, New South Wales",,,,,,,,,Kph,,,,,1986,1,,1986,1,,,,,,,,,5778,"42,8731298313"
1986-0029-AUS,1986,0029,Natural,Meteorological,Storm,Tropical cyclone,,Winifred,Affect,Australia,AUS,Australia and New Zealand,Oceania,North Queensland,,,,,,,,,Kph,,,,,1986,2,,1986,2,,3,12,,1000,1012,,,70000,"42,8731298313"
1986-0121-AUS,1986,0121,Natural,Meteorological,Storm,,,,Govern,Australia,AUS,Australia and New Zealand,Oceania,"Sydney, New South Wales",,,,,,,,,Kph,,,,,1986,10,3,1986,10,3,,,,,,,,51000,"42,8731298313"
1986-0216-AUS,1986,0216,Natural,Meteorological,Storm,,,,Govern,Australia,AUS,Australia and New Zealand,Oceania,"Sydney, New South Wales",,,,,,,,,Kph,,,,,1986,8,,1986,8,,4,,,,,,,68055,"42,8731298313"
1986-0217-AUS,1986,0217,Natural,Meteorological,Storm,,,,Govern,Australia,AUS,Australia and New Zealand,Oceania,Adelaid,,,,,,,,,Kph,,,,,1986,12,,1986,12,,,,,,,,,6806,"42,8731298313"
1986-0231-AUS,1986,0231,Natural,Hydrological,Flood,,,,Declar,Australia,AUS,Australia and New Zealand,Oceania,"Central, South",,,,,,,,,Km2,,,,,1986,8,3,1986,8,3,8,,,,,,,64200,"42,8731298313"
1986-0143-FJI,1986,0143,Natural,Meteorological,Storm,Tropical cyclone,,Rajah,Affect,Fiji,FJI,Melanesia,Oceania,"Vanua Levu, Taveuni, Lau groups",,,,Yes,,,,140,Kph,,,,,1986,12,28,1986,12,28,1,,3000,,3000,,,20000,"42,8731298313"
1986-0052-FJI,1986,0052,Natural,Hydrological,Flood,,,,Kill,Fiji,FJI,Melanesia,Oceania,Vanua Levu + northern Isl.,,,,Yes,,,,,Km2,,,,,1986,4,12,1986,4,12,19,,215000,,215000,,,15400,"42,8731298313"
1987-0048-COK,1987,0048,Natural,Meteorological,Storm,Tropical cyclone,,Sally,Affect,Cook Islands (the),COK,Polynesia,Oceania,"Rarotonga, Aitutaki, Mangaia",,,,Yes,,,,,Kph,,,,,1987,1,2,1987,1,2,5,,2000,,2000,,,25000,"44,4442384248"
1987-0332-FJI,1987,0332,Natural,Meteorological,Storm,,,,Affect,Fiji,FJI,Melanesia,Oceania,,,,,,,,,,Kph,,,,,1987,1,,1987,1,,1,,3369,,3369,,,25000,"44,4442384248"
1987-0590-FSM,1987,0590,Natural,Meteorological,Storm,Tropical cyclone,,Nina,Affect,Micronesia (Federated States of),FSM,Micronesia,Oceania,,,,,,,,,148,Kph,,,,,1987,11,21,1987,11,21,5,3,,200,203,,,6000,"44,4442384248"
1987-0285-GUM,1987,0285,Natural,Meteorological,Storm,Tropical cyclone,,Lynn,Affect,Guam,GUM,Micronesia,Oceania,"North, Central, South",,,,,,,,,Kph,,,,,1987,10,,1987,10,,,,,502,502,,,145,"44,4442384248"
1978-0184-NZL,1978,0184,Natural,Hydrological,Flood,,,,Affect,New Zealand,NZL,Australia and New Zealand,Oceania,Bruce countu,,,,,,,,,Km2,,,,,1978,10,14,1978,10,14,,,200,,200,,,,"25,5159153235"
1978-0185-NZL,1978,0185,Natural,Hydrological,Flood,,,,Affect,New Zealand,NZL,Australia and New Zealand,Oceania,Southland county,,,,,,,,,Km2,,,,,1978,10,14,1978,10,14,,,700,,700,,,,"25,5159153235"
1978-0186-NZL,1978,0186,Natural,Hydrological,Flood,,,,Affect,New Zealand,NZL,Australia and New Zealand,Oceania,Mataura,,,,,,,,,Km2,,,,,1978,10,14,1978,10,14,,,1826,,1826,,,,"25,5159153235"
1979-0181-NZL,1979,0181,Natural,Hydrological,Landslide,Landslide,,,Affect,New Zealand,NZL,Australia and New Zealand,Oceania,Abbortford (Dunedin),,,,,,,,,,,,,,1979,8,6,1979,8,6,,,600,,600,,,2466,"28,3875988971"
1979-0261-PNG,1979,0261,Natural,Hydrological,Landslide,Landslide,,,Kill,Papua New Guinea,PNG,Melanesia,Oceania,Highlands,,,,,,,,,,,,,,1979,11,18,1979,11,18,13,,,,,,,,"28,3875988971"
1979-0026-SLB,1979,0026,Natural,Meteorological,Storm,Tropical cyclone,,Kerry,Affect,Solomon Islands,SLB,Melanesia,Oceania,"East, South Isl.",,,,,,,,,Kph,,,,,1979,2,18,1979,2,18,2,,6000,,6000,,,,"28,3875988971"
1980-9363-PNG,1980,9363,Natural,Climatological,Drought,Drought,,,,Papua New Guinea,PNG,Melanesia,Oceania,"Enga, Western highlands, Southern higlands",,Snow/ice,,,,,,,Km2,,,,,1980,10,,1981,,,,,40000,,40000,,,,"32,2338932328"
1980-0187-NZL,1980,0187,Natural,Hydrological,Flood,,,,Affect,New Zealand,NZL,Australia and New Zealand,Oceania,Mataura Borough,,,,,,,,,Km2,,,,,1980,1,17,1980,1,17,,,1500,,1500,,,,"32,2338932328"
1980-0194-NZL,1980,0194,Natural,Hydrological,Flood,,,,Affect,New Zealand,NZL,Australia and New Zealand,Oceania,Silverpeaks county,,,,,,,,,Km2,,,,,1980,6,5,1980,6,5,,,1400,,1400,,,,"32,2338932328"
1981-0030-NCL,1981,0030,Natural,Meteorological,Storm,Tropical cyclone,,Cliff,Affect,New Caledonia,NCL,Melanesia,Oceania,Houailou (Grande Terre),,,,,,,,,Kph,,,,,1981,2,11,1981,2,11,1,,2000,,2000,,,,"35,5651715206"
1981-0037-NCL,1981,0037,Natural,Meteorological,Storm,Tropical cyclone,,Freda,OFDA,New Caledonia,NCL,Melanesia,Oceania,Belep,,,,,,,,,Kph,,,,,1981,3,5,1981,3,5,,,,,,,,,"35,5651715206"
1981-0111-NCL,1981,0111,Natural,Meteorological,Storm,Tropical cyclone,,Gyan,OFDA,New Caledonia,NCL,Melanesia,Oceania,,,,,,,,,,Kph,,,,,1981,12,23,1981,12,23,3,,,,,,,200,"35,5651715206"
1981-0172-NZL,1981,0172,Natural,Hydrological,Flood,,,,Affect,New Zealand,NZL,Australia and New Zealand,Oceania,"Paeroa Borough, Ohinemuri county",,,,,,,,,Km2,,,,,1981,4,12,1981,4,12,,,2250,,2250,,,,"35,5651715206"
1982-0044-SLB,1982,0044,Natural,Meteorological,Storm,Tropical cyclone,,Bernie,Affect,Solomon Islands,SLB,Melanesia,Oceania,,,,,,,,,,Kph,,,,,1982,4,,1982,4,,,,30000,,30000,,,,"37,7458220769"
1983-0286-NZL,1983,0286,Natural,Hydrological,Flood,,,,Affect,New Zealand,NZL,Australia and New Zealand,Oceania,Golden Bay,,,,,,,,,Km2,,,,,1983,7,10,1983,7,10,,,140,,140,,,,"38,9583793015"
1983-0162-PNG,1983,0162,Natural,Geophysical,Earthquake,Ground movement,,,Kill,Papua New Guinea,PNG,Melanesia,Oceania,New Britain region,,,,,,,,6,Richter,5.392,151.868,11:02,,1983,12,22,1983,12,22,10,,,,,,,,"38,9583793015"
1983-0132-PNG,1983,0132,Natural,Geophysical,Volcanic activity,Ash fall,,Rabaul,Affect,Papua New Guinea,PNG,Melanesia,Oceania,,,,,Yes,,,,,,-4.271,152.203,,,1983,10,15,1983,10,15,,,25000,,25000,,,,"38,9583793015"
1983-0116-PNG,1983,0116,Natural,Hydrological,Flood,,,,Kill,Papua New Guinea,PNG,Melanesia,Oceania,Lae (Morobe province),,,,,,,,,Km2,,,,,1983,9,,1983,9,,11,,13000,,13000,,,11900,"38,9583793015"
1983-0441-PNG,1983,0441,Natural,Hydrological,Flood,,,,Kill,Papua New Guinea,PNG,Melanesia,Oceania,Jimi River region (West Highlands),,,,,,,,,Km2,,,,,1983,3,6,1983,3,6,45,,,,,,,,"38,9583793015"
1983-0043-PYF,1983,0043,Natural,Meteorological,Storm,Tropical cyclone,,Orama,OFDA,French Polynesia,PYF,Polynesia,Oceania,Tuomoto,,,,,,,,,Kph,,,,,1983,2,,1983,2,,6,,,,,,,16000,"38,9583793015"
1983-0071-PYF,1983,0071,Natural,Meteorological,Storm,Tropical cyclone,,Veena,Affect,French Polynesia,PYF,Polynesia,Oceania,Moorea/Tetisura,,,,,,,,,Kph,,,,,1983,4,14,1983,4,14,1,50,5000,,5050,,,21000,"38,9583793015"
1984-0197-NZL,1984,0197,Natural,Hydrological,Flood,,,,Affect,New Zealand,NZL,Australia and New Zealand,Oceania,Invercargil,,,,Yes,No,No,,,Km2,,,,,1984,1,27,1984,1,29,,,6805,,6805,,,20000,"40,6338038615"
1985-0392-NZL,1985,0392,Natural,Hydrological,Flood,Riverine flood,,,Affect,New Zealand,NZL,Australia and New Zealand,Oceania,"Thames Borough, Thames Valley regions",,,,,,,,7870,Km2,,,,,1985,2,17,1985,2,17,4,,170,,170,,,,"42,0745267678"
